SRN,who,group,qu,rating
1003890,other,financial,8,1
1003890,other,ethical,9,6
1003890,other,ethical,10,3
1003890,other,recreation,11,4
1003890,other,financial,12,7
1003890,other,recreation,13,6
1003890,other,financial,14,5
1003890,other,health,17,1
1003890,other,financial,18,4
1003890,other,recreation,19,1
1003890,other,health,20,5
1003890,other,social,21,3
1003890,other,social,22,3
1003890,other,health,23,2
1003890,other,recreation,24,3
1003890,other,recreation,25,6
1003890,other,health,26,7
1003890,other,social,27,1
1003890,other,social,28,1
1003890,other,ethical,30,4
1003891,you,social,1,4
1003891,you,recreation,2,4
1003891,you,financial,3,6
1003891,you,health,5,6
1003891,you,ethical,6,7
1003891,you,social,7,3
1003891,you,financial,8,6
1003891,you,ethical,9,4
1003891,you,ethical,10,6
1003891,you,recreation,11,5
1003891,you,financial,12,7
1003891,you,recreation,13,2
1003891,you,financial,14,5
1003891,you,health,17,4
1003891,you,financial,18,6
1003891,you,recreation,19,2
1003891,you,health,20,6
1003891,you,social,21,3
1003891,you,social,22,2
1003891,you,health,23,7
1003891,you,recreation,24,4
1003891,you,recreation,25,6
1003891,you,health,26,5
1003891,you,social,27,2
1003891,you,social,28,1
1003891,you,ethical,30,6
1003891,other,social,1,2
1003891,other,recreation,2,3
1003891,other,financial,3,4
1003891,other,health,5,5
1003891,other,ethical,6,6
1003891,other,social,7,2
1003891,other,financial,8,4
1003891,other,ethical,9,3
1003891,other,ethical,10,6
1003891,other,recreation,11,5
1003891,other,financial,12,6
1003891,other,recreation,13,1
1003891,other,financial,14,4
1003891,other,health,17,3
1003891,other,financial,18,4
1003891,other,recreation,19,2
1003891,other,health,20,6
1003891,other,social,21,2
1003891,other,social,22,1
1003891,other,health,23,7
1003891,other,recreation,24,2
1003891,other,recreation,25,6
1003891,other,health,26,3
1003891,other,social,27,2
1003891,other,social,28,2
1003891,other,ethical,30,6
1003892,you,social,1,4
1003892,you,recreation,2,5
1003892,you,financial,3,4
1003892,you,health,5,5
1003892,you,ethical,6,6
1003892,you,social,7,1
1003892,you,financial,8,5
1003892,you,ethical,9,3
1003892,you,ethical,10,7
1003892,you,recreation,11,4
1003892,you,financial,12,6
1003892,you,recreation,13,4
1003892,you,financial,14,5
1003892,you,health,17,2
1003892,you,financial,18,7
1003892,you,recreation,19,5
1003892,you,health,20,7
1003892,you,social,21,2
1003892,you,social,22,3
1003892,you,health,23,5
1003892,you,recreation,24,4
1003892,you,recreation,25,3
1003892,you,health,26,7
1003892,you,social,27,2
1003892,you,social,28,2
1003892,you,ethical,30,7
1003892,other,social,1,3
1003892,other,recreation,2,3
1003892,other,financial,3,2
1003892,other,health,5,3
1003892,other,ethical,6,5
1003892,other,social,7,1
1003892,other,financial,8,3
1003892,other,ethical,9,1
1003892,other,ethical,10,6
1003892,other,recreation,11,3
1003892,other,financial,12,4
1003892,other,recreation,13,4
1003892,other,financial,14,4
1003892,other,health,17,2
1003892,other,financial,18,7
1003892,other,recreation,19,2
1003892,other,health,20,5
1003892,other,social,21,1
1003892,other,social,22,1
1003892,other,health,23,2
1003892,other,recreation,24,3
1003892,other,recreation,25,3
1003892,other,health,26,5
1003892,other,social,27,2
1003892,other,social,28,2
1003892,other,ethical,30,5
1003893,you,social,1,2
1003893,you,recreation,2,3
1003893,you,financial,3,5
1003893,you,health,5,4
1003893,you,ethical,6,5
1003893,you,social,7,3
1003893,you,financial,8,2
1003893,you,ethical,9,6
1003893,you,ethical,10,7
1003893,you,recreation,11,4
1003893,you,financial,12,6
1003893,you,recreation,13,4
1003893,you,financial,14,5
1003893,you,health,17,6
1003893,you,financial,18,3
1003893,you,recreation,19,4
1003893,you,health,20,7
1003893,you,social,21,1
1003893,you,social,22,3
1003893,you,health,23,7
1003893,you,recreation,24,6
1003893,you,recreation,25,4
1003893,you,health,26,6
1003893,you,social,27,3
1003893,you,social,28,1
1003893,you,ethical,30,7
1003893,other,social,1,1
1003893,other,recreation,2,5
1003893,other,financial,3,3
1003893,other,health,5,3
1003893,other,ethical,6,4
1003893,other,social,7,2
1003893,other,financial,8,1
1003893,other,ethical,9,5
1003893,other,ethical,10,5
1003893,other,recreation,11,3
1003893,other,financial,12,5
1003893,other,recreation,13,2
1003893,other,financial,14,3
1003893,other,health,17,5
1003893,other,financial,18,3
1003893,other,recreation,19,3
1003893,other,health,20,4
1003893,other,social,21,1
1003893,other,social,22,2
1003893,other,health,23,6
1003893,other,recreation,24,5
1003893,other,recreation,25,3
1003893,other,health,26,4
1003893,other,social,27,1
1003893,other,social,28,1
1003893,other,ethical,30,6
1003894,you,social,1,3
1003894,you,recreation,2,2
1003894,you,financial,3,5
1003894,you,health,5,5
1003894,you,ethical,6,7
1003894,you,social,7,2
1003894,you,financial,8,3
1003894,you,ethical,9,7
1003894,you,ethical,10,6
1003894,you,recreation,11,4
1003894,you,financial,12,5
1003894,you,recreation,13,4
1003894,you,financial,14,5
1003894,you,health,17,3
1003894,you,financial,18,7
1003894,you,recreation,19,4
1003894,you,health,20,5
1003894,you,social,21,2
1003894,you,social,22,3
1003894,you,health,23,4
1003894,you,recreation,24,4
1003894,you,recreation,25,5
1003894,you,health,26,7
1003894,you,social,27,3
1003894,you,social,28,2
1003894,you,ethical,30,6
1003894,other,social,1,5
1003894,other,recreation,2,1
1003894,other,financial,3,5
1003894,other,health,5,4
1003894,other,ethical,6,5
1003894,other,social,7,3
1003894,other,financial,8,4
1003894,other,ethical,9,6
1003894,other,ethical,10,5
1003894,other,recreation,11,4
1003894,other,financial,12,4
1003894,other,recreation,13,3
1003894,other,financial,14,4
1003894,other,health,17,3
1003894,other,financial,18,6
1003894,other,recreation,19,2
1003894,other,health,20,3
1003894,other,social,21,1
1003894,other,social,22,1
1003894,other,health,23,4
1003894,other,recreation,24,5
1003894,other,recreation,25,3
1003894,other,health,26,6
1003894,other,social,27,3
1003894,other,social,28,2
1003894,other,ethical,30,4
1003895,you,social,1,2
1003895,you,recreation,2,4
1003895,you,financial,3,6
1003895,you,health,5,4
1003895,you,ethical,6,6
1003895,you,social,7,4
1003895,you,financial,8,6
1003895,you,ethical,9,5
1003895,you,ethical,10,6
1003895,you,recreation,11,5
1003895,you,financial,12,7
1003895,you,recreation,13,4
1003895,you,financial,14,5
1003895,you,health,17,6
1003895,you,financial,18,5
1003895,you,recreation,19,3
1003895,you,health,20,6
1003895,you,social,21,3
1003895,you,social,22,4
1003895,you,health,23,3
1003895,you,recreation,24,5
1003895,you,recreation,25,4
1003895,you,health,26,5
1003895,you,social,27,2
1003895,you,social,28,1
1003895,you,ethical,30,5
1003895,other,social,1,1
1003895,other,recreation,2,3
1003895,other,financial,3,5
1003895,other,health,5,3
1003895,other,ethical,6,4
1003895,other,social,7,4
1003895,other,financial,8,6
1003895,other,ethical,9,4
1003895,other,ethical,10,6
1003895,other,recreation,11,5
1003895,other,financial,12,6
1003895,other,recreation,13,2
1003895,other,financial,14,4
1003895,other,health,17,4
1003895,other,financial,18,3
1003895,other,recreation,19,2
1003895,other,health,20,5
1003895,other,social,21,2
1003895,other,social,22,2
1003895,other,health,23,2
1003895,other,recreation,24,4
1003895,other,recreation,25,2
1003895,other,health,26,2
1003895,other,social,27,2
1003895,other,social,28,1
1003895,other,ethical,30,3
1003896,you,social,1,2
1003896,you,recreation,2,6
1003896,you,financial,3,6
1003896,you,health,5,6
1003896,you,ethical,6,5
1003896,you,social,7,2
1003896,you,financial,8,6
1003896,you,ethical,9,7
1003896,you,ethical,10,7
1003896,you,recreation,11,5
1003896,you,financial,12,4
1003896,you,recreation,13,2
1003896,you,financial,14,5
1003896,you,health,17,5
1003896,you,financial,18,6
1003896,you,recreation,19,6
1003896,you,health,20,5
1003896,you,social,21,4
1003896,you,social,22,3
1003896,you,health,23,4
1003896,you,recreation,24,5
1003896,you,recreation,25,5
1003896,you,health,26,5
1003896,you,social,27,2
1003896,you,social,28,4
1003896,you,ethical,30,6
1003896,other,social,1,1
1003896,other,recreation,2,6
1003896,other,financial,3,7
1003896,other,health,5,6
1003896,other,ethical,6,4
1003896,other,social,7,1
1003896,other,financial,8,4
1003896,other,ethical,9,7
1003896,other,ethical,10,6
1003896,other,recreation,11,4
1003896,other,financial,12,3
1003896,other,recreation,13,1
1003896,other,financial,14,5
1003896,other,health,17,4
1003896,other,financial,18,7
1003896,other,recreation,19,6
1003896,other,health,20,5
1003896,other,social,21,1
1003896,other,social,22,2
1003896,other,health,23,4
1003896,other,recreation,24,5
1003896,other,recreation,25,6
1003896,other,health,26,4
1003896,other,social,27,3
1003896,other,social,28,3
1003896,other,ethical,30,4
1003897,you,social,1,3
1003897,you,recreation,2,5
1003897,you,financial,3,7
1003897,you,health,5,5
1003897,you,ethical,6,7
1003897,you,social,7,3
1003897,you,financial,8,4
1003897,you,ethical,9,7
1003897,you,ethical,10,7
1003897,you,recreation,11,4
1003897,you,financial,12,4
1003897,you,recreation,13,4
1003897,you,financial,14,5
1003897,you,health,17,5
1003897,you,financial,18,3
1003897,you,recreation,19,4
1003897,you,health,20,4
1003897,you,social,21,4
1003897,you,social,22,3
1003897,you,health,23,6
1003897,you,recreation,24,3
1003897,you,recreation,25,5
1003897,you,health,26,3
1003897,you,social,27,4
1003897,you,social,28,1
1003897,you,ethical,30,7
1003897,other,social,1,2
1003897,other,recreation,2,6
1003897,other,financial,3,6
1003897,other,health,5,4
1003897,other,ethical,6,6
1003897,other,social,7,2
1003897,other,financial,8,3
1003897,other,ethical,9,5
1003897,other,ethical,10,6
1003897,other,recreation,11,2
1003897,other,financial,12,2
1003897,other,recreation,13,2
1003897,other,financial,14,4
1003897,other,health,17,4
1003897,other,financial,18,1
1003897,other,recreation,19,3
1003897,other,health,20,4
1003897,other,social,21,3
1003897,other,social,22,3
1003897,other,health,23,6
1003897,other,recreation,24,3
1003897,other,recreation,25,3
1003897,other,health,26,2
1003897,other,social,27,3
1003897,other,social,28,1
1003897,other,ethical,30,6
1003898,you,social,1,3
1003898,you,recreation,2,5
1003898,you,financial,3,7
1003898,you,health,5,5
1003898,you,ethical,6,6
1003898,you,social,7,1
1003898,you,financial,8,6
1003898,you,ethical,9,7
1003898,you,ethical,10,7
1003898,you,recreation,11,4
1003898,you,financial,12,4
1003898,you,recreation,13,4
1003898,you,financial,14,5
1003898,you,health,17,4
1003898,you,financial,18,7
1003898,you,recreation,19,5
1003898,you,health,20,7
1003898,you,social,21,2
1003898,you,social,22,2
1003898,you,health,23,5
1003898,you,recreation,24,6
1003898,you,recreation,25,7
1003898,you,health,26,4
1003898,you,social,27,2
1003898,you,social,28,3
1003898,you,ethical,30,7
1003898,other,social,1,4
1003898,other,recreation,2,4
1003898,other,financial,3,7
1003898,other,health,5,2
1003898,other,ethical,6,4
1003898,other,social,7,1
1003898,other,financial,8,4
1003898,other,ethical,9,6
1003898,other,ethical,10,6
1003898,other,recreation,11,2
1003898,other,financial,12,2
1003898,other,recreation,13,4
1003898,other,financial,14,3
1003898,other,health,17,3
1003898,other,financial,18,5
1003898,other,recreation,19,3
1003898,other,health,20,5
1003898,other,social,21,1
1003898,other,social,22,1
1003898,other,health,23,2
1003898,other,recreation,24,5
1003898,other,recreation,25,5
1003898,other,health,26,2
1003898,other,social,27,1
1003898,other,social,28,1
1003898,other,ethical,30,5
1003899,you,social,1,2
1003899,you,recreation,2,5
1003899,you,financial,3,6
1003899,you,health,5,4
1003899,you,ethical,6,7
1003899,you,social,7,4
1003899,you,financial,8,7
1003899,you,ethical,9,7
1003899,you,ethical,10,6
1003899,you,recreation,11,5
1003899,you,financial,12,4
1003899,you,recreation,13,4
1003899,you,financial,14,6
1003899,you,health,17,7
1003899,you,financial,18,6
1003899,you,recreation,19,4
1003899,you,health,20,5
1003899,you,social,21,4
1003899,you,social,22,3
1003899,you,health,23,4
1003899,you,recreation,24,6
1003899,you,recreation,25,4
1003899,you,health,26,5
1003899,you,social,27,4
1003899,you,social,28,1
1003899,you,ethical,30,6
1003899,other,social,1,1
1003899,other,recreation,2,3
1003899,other,financial,3,3
1003899,other,health,5,3
1003899,other,ethical,6,5
1003899,other,social,7,2
1003899,other,financial,8,7
1003899,other,ethical,9,6
1003899,other,ethical,10,4
1003899,other,recreation,11,5
1003899,other,financial,12,4
1003899,other,recreation,13,3
1003899,other,financial,14,6
1003899,other,health,17,6
1003899,other,financial,18,6
1003899,other,recreation,19,3
1003899,other,health,20,4
1003899,other,social,21,3
1003899,other,social,22,1
1003899,other,health,23,3
1003899,other,recreation,24,4
1003899,other,recreation,25,2
1003899,other,health,26,3
1003899,other,social,27,4
1003899,other,social,28,1
1003899,other,ethical,30,6
1003900,you,social,1,1
1003900,you,recreation,2,4
1003900,you,financial,3,4
1003900,you,health,5,7
1003900,you,ethical,6,7
1003900,you,social,7,5
1003900,you,financial,8,7
1003900,you,ethical,9,6
1003900,you,ethical,10,7
1003900,you,recreation,11,5
1003900,you,financial,12,7
1003900,you,recreation,13,5
1003900,you,financial,14,5
1003900,you,health,17,6
1003900,you,financial,18,6
1003900,you,recreation,19,5
1003900,you,health,20,7
1003900,you,social,21,1
1003900,you,social,22,2
1003900,you,health,23,7
1003900,you,recreation,24,4
1003900,you,recreation,25,4
1003900,you,health,26,5
1003900,you,social,27,1
1003900,you,social,28,2
1003900,you,ethical,30,5
1003900,other,social,1,1
1003900,other,recreation,2,3
1003900,other,financial,3,4
1003900,other,health,5,7
1003900,other,ethical,6,6
1003900,other,social,7,3
1003900,other,financial,8,6
1003900,other,ethical,9,6
1003900,other,ethical,10,7
1003900,other,recreation,11,6
1003900,other,financial,12,6
1003900,other,recreation,13,3
1003900,other,financial,14,4
1003900,other,health,17,4
1003900,other,financial,18,4
1003900,other,recreation,19,3
1003900,other,health,20,5
1003900,other,social,21,1
1003900,other,social,22,1
1003900,other,health,23,6
1003900,other,recreation,24,3
1003900,other,recreation,25,4
1003900,other,health,26,5
1003900,other,social,27,1
1003900,other,social,28,2
1003900,other,ethical,30,4
1003901,you,social,1,2
1003901,you,recreation,2,5
1003901,you,financial,3,6
1003901,you,health,5,1
1003901,you,ethical,6,6
1003901,you,social,7,2
1003901,you,financial,8,2
1003901,you,ethical,9,7
1003901,you,ethical,10,7
1003901,you,recreation,11,5
1003901,you,financial,12,5
1003901,you,recreation,13,5
1003901,you,financial,14,5
1003901,you,health,17,5
1003901,you,financial,18,7
1003901,you,recreation,19,2
1003901,you,health,20,3
1003901,you,social,21,3
1003901,you,social,22,2
1003901,you,health,23,5
1003901,you,recreation,24,5
1003901,you,recreation,25,5
1003901,you,health,26,6
1003901,you,social,27,1
1003901,you,social,28,4
1003901,you,ethical,30,7
1003901,other,social,1,1
1003901,other,recreation,2,5
1003901,other,financial,3,5
1003901,other,health,5,1
1003901,other,ethical,6,5
1003901,other,social,7,1
1003901,other,financial,8,1
1003901,other,ethical,9,7
1003901,other,ethical,10,7
1003901,other,recreation,11,4
1003901,other,financial,12,6
1003901,other,recreation,13,3
1003901,other,financial,14,3
1003901,other,health,17,5
1003901,other,financial,18,5
1003901,other,recreation,19,1
1003901,other,health,20,3
1003901,other,social,21,1
1003901,other,social,22,1
1003901,other,health,23,4
1003901,other,recreation,24,5
1003901,other,recreation,25,5
1003901,other,health,26,4
1003901,other,social,27,1
1003901,other,social,28,4
1003901,other,ethical,30,7
1003902,you,social,1,3
1003902,you,recreation,2,5
1003902,you,financial,3,2
1003902,you,health,5,3
1003902,you,ethical,6,7
1003902,you,social,7,1
1003902,you,financial,8,4
1003902,you,ethical,9,6
1003902,you,ethical,10,6
1003902,you,recreation,11,3
1003902,you,financial,12,3
1003902,you,recreation,13,4
1003902,you,financial,14,6
1003902,you,health,17,4
1003902,you,financial,18,4
1003902,you,recreation,19,5
1003902,you,health,20,4
1003902,you,social,21,5
1003902,you,social,22,4
1003902,you,health,23,7
1003902,you,recreation,24,2
1003902,you,recreation,25,3
1003902,you,health,26,5
1003902,you,social,27,3
1003902,you,social,28,2
1003902,you,ethical,30,7
1003902,other,social,1,3
1003902,other,recreation,2,4
1003902,other,financial,3,1
1003902,other,health,5,1
1003902,other,ethical,6,6
1003902,other,social,7,1
1003902,other,financial,8,4
1003902,other,ethical,9,4
1003902,other,ethical,10,3
1003902,other,recreation,11,1
1003902,other,financial,12,3
1003902,other,recreation,13,4
1003902,other,financial,14,6
1003902,other,health,17,1
1003902,other,financial,18,3
1003902,other,recreation,19,4
1003902,other,health,20,3
1003902,other,social,21,5
1003902,other,social,22,4
1003902,other,health,23,7
1003902,other,recreation,24,1
1003902,other,recreation,25,2
1003902,other,health,26,3
1003902,other,social,27,2
1003902,other,social,28,2
1003902,other,ethical,30,7
1003903,you,social,1,4
1003903,you,recreation,2,6
1003903,you,financial,3,4
1003903,you,health,5,5
1003903,you,ethical,6,4
1003903,you,social,7,2
1003903,you,financial,8,3
1003903,you,ethical,9,7
1003903,you,ethical,10,7
1003903,you,recreation,11,5
1003903,you,financial,12,4
1003903,you,recreation,13,4
1003903,you,financial,14,5
1003903,you,health,17,5
1003903,you,financial,18,5
1003903,you,recreation,19,6
1003903,you,health,20,6
1003903,you,social,21,2
1003903,you,social,22,3
1003903,you,health,23,5
1003903,you,recreation,24,3
1003903,you,recreation,25,3
1003903,you,health,26,3
1003903,you,social,27,2
1003903,you,social,28,4
1003903,you,ethical,30,7
1003903,other,social,1,3
1003903,other,recreation,2,6
1003903,other,financial,3,3
1003903,other,health,5,5
1003903,other,ethical,6,3
1003903,other,social,7,3
1003903,other,financial,8,3
1003903,other,ethical,9,7
1003903,other,ethical,10,6
1003903,other,recreation,11,3
1003903,other,financial,12,1
1003903,other,recreation,13,3
1003903,other,financial,14,3
1003903,other,health,17,2
1003903,other,financial,18,4
1003903,other,recreation,19,3
1003903,other,health,20,6
1003903,other,social,21,2
1003903,other,social,22,2
1003903,other,health,23,6
1003903,other,recreation,24,1
1003903,other,recreation,25,2
1003903,other,health,26,3
1003903,other,social,27,1
1003903,other,social,28,5
1003903,other,ethical,30,7
1003904,you,social,1,2
1003904,you,recreation,2,5
1003904,you,financial,3,3
1003904,you,health,5,4
1003904,you,ethical,6,5
1003904,you,social,7,3
1003904,you,financial,8,2
1003904,you,ethical,9,4
1003904,you,ethical,10,6
1003904,you,recreation,11,5
1003904,you,financial,12,5
1003904,you,recreation,13,4
1003904,you,financial,14,2
1003904,you,health,17,7
1003904,you,financial,18,3
1003904,you,recreation,19,4
1003904,you,health,20,5
1003904,you,social,21,2
1003904,you,social,22,3
1003904,you,health,23,5
1003904,you,recreation,24,5
1003904,you,recreation,25,4
1003904,you,health,26,3
1003904,you,social,27,3
1003904,you,social,28,3
1003904,you,ethical,30,7
1003904,other,social,1,1
1003904,other,recreation,2,5
1003904,other,financial,3,2
1003904,other,health,5,4
1003904,other,ethical,6,4
1003904,other,social,7,1
1003904,other,financial,8,2
1003904,other,ethical,9,3
1003904,other,ethical,10,4
1003904,other,recreation,11,4
1003904,other,financial,12,1
1003904,other,recreation,13,3
1003904,other,financial,14,1
1003904,other,health,17,6
1003904,other,financial,18,2
1003904,other,recreation,19,4
1003904,other,health,20,2
1003904,other,social,21,1
1003904,other,social,22,3
1003904,other,health,23,3
1003904,other,recreation,24,3
1003904,other,recreation,25,3
1003904,other,health,26,1
1003904,other,social,27,3
1003904,other,social,28,1
1003904,other,ethical,30,5
1003905,you,social,1,3
1003905,you,recreation,2,4
1003905,you,financial,3,5
1003905,you,health,5,5
1003905,you,ethical,6,6
1003905,you,social,7,2
1003905,you,financial,8,5
1003905,you,ethical,9,5
1003905,you,ethical,10,7
1003905,you,recreation,11,4
1003905,you,financial,12,6
1003905,you,recreation,13,3
1003905,you,financial,14,5
1003905,you,health,17,6
1003905,you,financial,18,6
1003905,you,recreation,19,4
1003905,you,health,20,7
1003905,you,social,21,4
1003905,you,social,22,3
1003905,you,health,23,6
1003905,you,recreation,24,5
1003905,you,recreation,25,5
1003905,you,health,26,4
1003905,you,social,27,2
1003905,you,social,28,4
1003905,you,ethical,30,7
1003905,other,social,1,1
1003905,other,recreation,2,3
1003905,other,financial,3,5
1003905,other,health,5,4
1003905,other,ethical,6,6
1003905,other,social,7,2
1003905,other,financial,8,4
1003905,other,ethical,9,4
1003905,other,ethical,10,6
1003905,other,recreation,11,2
1003905,other,financial,12,3
1003905,other,recreation,13,2
1003905,other,financial,14,3
1003905,other,health,17,4
1003905,other,financial,18,4
1003905,other,recreation,19,2
1003905,other,health,20,6
1003905,other,social,21,2
1003905,other,social,22,2
1003905,other,health,23,4
1003905,other,recreation,24,3
1003905,other,recreation,25,5
1003905,other,health,26,2
1003905,other,social,27,1
1003905,other,social,28,4
1003905,other,ethical,30,7
1003906,you,social,1,3
1003906,you,recreation,2,4
1003906,you,financial,3,5
1003906,you,health,5,3
1003906,you,ethical,6,7
1003906,you,social,7,3
1003906,you,financial,8,5
1003906,you,ethical,9,6
1003906,you,ethical,10,4
1003906,you,recreation,11,5
1003906,you,financial,12,6
1003906,you,recreation,13,5
1003906,you,financial,14,4
1003906,you,health,17,7
1003906,you,financial,18,6
1003906,you,recreation,19,6
1003906,you,health,20,7
1003906,you,social,21,2
1003906,you,social,22,3
1003906,you,health,23,3
1003906,you,recreation,24,4
1003906,you,recreation,25,5
1003906,you,health,26,3
1003906,you,social,27,4
1003906,you,social,28,5
1003906,you,ethical,30,6
1003906,other,social,1,2
1003906,other,recreation,2,2
1003906,other,financial,3,3
1003906,other,health,5,3
1003906,other,ethical,6,5
1003906,other,social,7,1
1003906,other,financial,8,3
1003906,other,ethical,9,5
1003906,other,ethical,10,3
1003906,other,recreation,11,3
1003906,other,financial,12,3
1003906,other,recreation,13,4
1003906,other,financial,14,2
1003906,other,health,17,7
1003906,other,financial,18,5
1003906,other,recreation,19,5
1003906,other,health,20,5
1003906,other,social,21,1
1003906,other,social,22,2
1003906,other,health,23,2
1003906,other,recreation,24,2
1003906,other,recreation,25,5
1003906,other,health,26,1
1003906,other,social,27,2
1003906,other,social,28,4
1003906,other,ethical,30,6
1003907,you,social,1,2
1003907,you,recreation,2,2
1003907,you,financial,3,5
1003907,you,health,5,7
1003907,you,ethical,6,7
1003907,you,social,7,4
1003907,you,financial,8,5
1003907,you,ethical,9,7
1003907,you,ethical,10,7
1003907,you,recreation,11,4
1003907,you,financial,12,4
1003907,you,recreation,13,5
1003907,you,financial,14,4
1003907,you,health,17,7
1003907,you,financial,18,6
1003907,you,recreation,19,5
1003907,you,health,20,3
1003907,you,social,21,3
1003907,you,social,22,3
1003907,you,health,23,6
1003907,you,recreation,24,2
1003907,you,recreation,25,2
1003907,you,health,26,7
1003907,you,social,27,4
1003907,you,social,28,3
1003907,you,ethical,30,7
1003907,other,social,1,2
1003907,other,recreation,2,1
1003907,other,financial,3,4
1003907,other,health,5,7
1003907,other,ethical,6,5
1003907,other,social,7,2
1003907,other,financial,8,5
1003907,other,ethical,9,7
1003907,other,ethical,10,6
1003907,other,recreation,11,3
1003907,other,financial,12,2
1003907,other,recreation,13,3
1003907,other,financial,14,4
1003907,other,health,17,5
1003907,other,financial,18,4
1003907,other,recreation,19,5
1003907,other,health,20,1
1003907,other,social,21,3
1003907,other,social,22,1
1003907,other,health,23,4
1003907,other,recreation,24,1
1003907,other,recreation,25,1
1003907,other,health,26,5
1003907,other,social,27,4
1003907,other,social,28,1
1003907,other,ethical,30,6
1003908,you,social,1,1
1003908,you,recreation,2,5
1003908,you,financial,3,6
1003908,you,health,5,6
1003908,you,ethical,6,7
1003908,you,social,7,3
1003908,you,financial,8,3
1003908,you,ethical,9,6
1003908,you,ethical,10,6
1003908,you,recreation,11,4
1003908,you,financial,12,3
1003908,you,recreation,13,5
1003908,you,financial,14,4
1003908,you,health,17,4
1003908,you,financial,18,5
1003908,you,recreation,19,6
1003908,you,health,20,7
1003908,you,social,21,3
1003908,you,social,22,3
1003908,you,health,23,3
1003908,you,recreation,24,5
1003908,you,recreation,25,2
1003908,you,health,26,4
1003908,you,social,27,3
1003908,you,social,28,3
1003908,you,ethical,30,2
1003908,other,social,1,1
1003908,other,recreation,2,4
1003908,other,financial,3,4
1003908,other,health,5,4
1003908,other,ethical,6,6
1003908,other,social,7,3
1003908,other,financial,8,1
1003908,other,ethical,9,4
1003908,other,ethical,10,4
1003908,other,recreation,11,3
1003908,other,financial,12,2
1003908,other,recreation,13,4
1003908,other,financial,14,3
1003908,other,health,17,3
1003908,other,financial,18,5
1003908,other,recreation,19,6
1003908,other,health,20,7
1003908,other,social,21,2
1003908,other,social,22,1
1003908,other,health,23,4
1003908,other,recreation,24,4
1003908,other,recreation,25,2
1003908,other,health,26,3
1003908,other,social,27,3
1003908,other,social,28,3
1003908,other,ethical,30,2
1003909,you,social,1,2
1003909,you,recreation,2,3
1003909,you,financial,3,6
1003909,you,health,5,7
1003909,you,ethical,6,7
1003909,you,social,7,4
1003909,you,financial,8,6
1003909,you,ethical,9,7
1003909,you,ethical,10,7
1003909,you,recreation,11,2
1003909,you,financial,12,6
1003909,you,recreation,13,2
1003909,you,financial,14,5
1003909,you,health,17,5
1003909,you,financial,18,5
1003909,you,recreation,19,4
1003909,you,health,20,6
1003909,you,social,21,2
1003909,you,social,22,2
1003909,you,health,23,5
1003909,you,recreation,24,3
1003909,you,recreation,25,4
1003909,you,health,26,5
1003909,you,social,27,1
1003909,you,social,28,1
1003909,you,ethical,30,7
1003909,other,social,1,2
1003909,other,recreation,2,2
1003909,other,financial,3,4
1003909,other,health,5,7
1003909,other,ethical,6,6
1003909,other,social,7,2
1003909,other,financial,8,4
1003909,other,ethical,9,6
1003909,other,ethical,10,7
1003909,other,recreation,11,1
1003909,other,financial,12,3
1003909,other,recreation,13,2
1003909,other,financial,14,4
1003909,other,health,17,4
1003909,other,financial,18,5
1003909,other,recreation,19,3
1003909,other,health,20,4
1003909,other,social,21,1
1003909,other,social,22,3
1003909,other,health,23,3
1003909,other,recreation,24,2
1003909,other,recreation,25,2
1003909,other,health,26,4
1003909,other,social,27,1
1003909,other,social,28,1
1003909,other,ethical,30,4
1003910,you,social,1,2
1003910,you,recreation,2,3
1003910,you,financial,3,3
1003910,you,health,5,4
1003910,you,ethical,6,7
1003910,you,social,7,3
1003910,you,financial,8,5
1003910,you,ethical,9,7
1003910,you,ethical,10,7
1003910,you,recreation,11,4
1003910,you,financial,12,6
1003910,you,recreation,13,6
1003910,you,financial,14,7
1003910,you,health,17,6
1003910,you,financial,18,5
1003910,you,recreation,19,3
1003910,you,health,20,7
1003910,you,social,21,4
1003910,you,social,22,3
1003910,you,health,23,5
1003910,you,recreation,24,3
1003910,you,recreation,25,5
1003910,you,health,26,4
1003910,you,social,27,3
1003910,you,social,28,2
1003910,you,ethical,30,7
1003910,other,social,1,1
1003910,other,recreation,2,3
1003910,other,financial,3,3
1003910,other,health,5,4
1003910,other,ethical,6,6
1003910,other,social,7,2
1003910,other,financial,8,4
1003910,other,ethical,9,6
1003910,other,ethical,10,6
1003910,other,recreation,11,1
1003910,other,financial,12,5
1003910,other,recreation,13,5
1003910,other,financial,14,5
1003910,other,health,17,3
1003910,other,financial,18,6
1003910,other,recreation,19,2
1003910,other,health,20,7
1003910,other,social,21,2
1003910,other,social,22,2
1003910,other,health,23,5
1003910,other,recreation,24,3
1003910,other,recreation,25,4
1003910,other,health,26,4
1003910,other,social,27,1
1003910,other,social,28,2
1003910,other,ethical,30,7
1003911,you,social,1,3
1003911,you,recreation,2,5
1003911,you,financial,3,4
1003911,you,health,5,5
1003911,you,ethical,6,7
1003911,you,social,7,3
1003911,you,financial,8,5
1003911,you,ethical,9,7
1003911,you,ethical,10,4
1003911,you,recreation,11,3
1003911,you,financial,12,6
1003911,you,recreation,13,5
1003911,you,financial,14,7
1003911,you,health,17,6
1003911,you,financial,18,4
1003911,you,recreation,19,4
1003911,you,health,20,5
1003911,you,social,21,4
